,,,,RESIDENTIAL,,,,COMMERCIAL,,,,INDUSTRIAL,,,,TRANSPORTATION,,,,TOTAL,,,
,,,,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price,Revenue,Sales,Customers,Price
Year,Month,State,Data Status,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh,Thousand Dollars,Megawatthours,Count,Cents/kWh
2024,3,IL,Preliminary,"495,528","3,077,346","5,413,538",16.10,"412,307","3,717,779","636,839",11.09,"299,001","3,645,246","5,523",8.20,"2,730","52,495",3,5.20,"1,209,566","10,492,866","6,055,903",11.53
2024,3,IN,Preliminary,"348,744","2,400,116","2,989,618",14.53,"233,871","1,818,070","375,973",12.86,"285,904","3,576,508","18,891",7.99,135,"1,122",1,12.04,"868,655","7,795,816","3,384,483",11.14
2024,3,KS,Preliminary,"122,074","857,211","1,336,043",14.24,"132,705","1,190,397","248,543",11.15,"73,934","943,804","23,847",7.83,0,0,0,0.00,"328,714","2,991,412","1,608,433",10.99
2024,3,KY,Preliminary,"249,290","1,916,671","2,034,578",13.01,"176,093","1,475,335","325,845",11.94,"146,274","2,202,509","5,405",6.64,0,0,0,0.00,"571,658","5,594,514","2,365,828",10.22
2024,3,LA,Preliminary,"226,134","1,826,121","2,173,108",12.38,"194,402","1,700,598","300,363",11.43,"195,484","3,065,727","17,984",6.38,96,754,1,12.68,"616,116","6,593,201","2,491,456",9.34
2024,3,MA,Preliminary,"494,564","1,667,328","2,941,671",29.66,"410,070","1,973,403","466,199",20.78,"81,361","452,711","10,192",17.97,"2,317","24,645",2,9.40,"988,312","4,118,085","3,418,064",24.00
2024,3,MD,Preliminary,"375,286","2,074,901","2,444,210",18.09,"267,480","2,113,646","261,802",12.65,"27,601","275,606","9,080",10.01,"4,003","34,561",5,11.58,"674,371","4,498,714","2,715,097",14.99
2024,3,ME,Preliminary,"102,209","459,464","744,764",22.25,"61,596","335,946","111,218",18.34,"23,472","173,253","1,940",13.55,0,0,0,0.00,"187,278","968,663","857,922",19.33
2024,3,MI,Preliminary,"480,857","2,571,984","4,529,220",18.70,"407,390","2,951,972","562,394",13.80,"189,547","2,368,099","5,540",8.00,72,506,2,14.28,"1,077,866","7,892,561","5,097,156",13.66
2024,3,MN,Preliminary,"274,259","1,866,533","2,591,853",14.69,"215,646","1,823,474","307,539",11.83,"151,984","1,696,049","9,075",8.96,180,"1,511",1,11.91,"642,069","5,387,567","2,908,468",11.92
2024,3,MO,Preliminary,"307,854","2,451,338","2,882,249",12.56,"215,400","2,203,294","385,600",9.78,"80,326","1,057,298","9,436",7.60,179,"2,176",2,8.23,"603,759","5,714,106","3,277,287",10.57
2024,3,MS,Preliminary,"168,171","1,181,070","1,367,652",14.24,"129,449","1,035,703","244,342",12.50,"89,605","1,296,112","10,669",6.91,0,0,0,0.00,"387,225","3,512,885","1,622,663",11.02
2024,3,MT,Preliminary,"63,809","522,300","556,312",12.22,"49,438","424,513","117,995",11.65,"26,452","373,594","10,207",7.08,0,0,0,0.00,"139,700","1,320,407","684,514",10.58
2024,3,NC,Preliminary,"637,310","4,084,999","5,046,656",15.60,"405,902","3,765,446","744,465",10.78,"170,322","2,162,903","9,081",7.87,96,936,1,10.21,"1,213,629","10,014,284","5,800,203",12.12
2024,3,ND,Preliminary,"50,162","480,592","397,366",10.44,"70,070","949,902","77,547",7.38,"82,287","1,148,739","9,391",7.16,0,0,0,0.00,"202,520","2,579,233","484,304",7.85
2024,3,NE,Preliminary,"91,484","787,861","908,846",11.61,"71,358","760,476","162,877",9.38,"78,348","1,143,507","61,267",6.85,0,0,0,0.00,"241,191","2,691,845","1,132,990",8.96
2024,3,NH,Preliminary,"85,872","382,817","650,026",22.43,"61,696","321,109","111,900",19.21,"25,973","157,916","3,125",16.45,0,0,0,0.00,"173,541","861,842","765,051",20.14
2024,3,NJ,Preliminary,"329,306","1,825,920","3,710,011",18.04,"426,699","3,036,891","540,356",14.05,"63,854","531,720","11,140",12.01,"5,447","51,598",7,10.56,"825,306","5,446,129","4,261,514",15.15
